"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"1685","8","19","Eddie Johnson","USA","J S Donaldson","200","3:44:59.730","+ 4:10.530","+ 0.610","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1686","9","45","Paul Russo","USA","Fred Gerhardt","200","3:45:00.240","+ 4:11.040","+ 0.510","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1687","10","10","A.J. Foyt","USA","A E Dean","200","3:45:03.680","+ 4:14.480","+ 3.440","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1688","11","88","Gene Hartley","USA","R T Marley Sr","200","3:46:31.680","+ 5:42.480","+ 1:28.000","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1689","12","74","Bob Veith","USA","John Zink","200","3:46:58.930","+ 6:09.730","+ 27.250","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1690","13","89","Al Herman","USA","Harry Dunn","200","3:47:29.600","+ 6:40.400","+ 30.670","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1691","14","66","Jimmy Daywalt","USA","Federal Auto Associates","200","3:47:30.740","+ 6:41.540","+ 1.140","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1692","15","71","Chuck Arnold","USA","Karl Hall","200","3:49:09.060","+ 8:19.860","+ 1:38.320","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1693","16","58","Jim McWithey","USA","Ray T Brady","200","3:52:30.890","+ 11:41.690","+ 3:21.830","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1694","DNF","44","Eddie Sachs","USA","Peter Schmidt","182","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1695","DNF","57","Al Keller","USA","H H Johnson","163","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1696","DNF","64","Pat Flaherty","USA","John Zink","162","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1697","DNF","73","Dick Rathmann","USA","Kalamazoo Sports Inc","150","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1698","DNF","53","Bill Cheesbourg","USA","Lysle Greenman","147","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1699","DNF","15","Don Freeland","USA","Jim Robbins","136","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1700","DNF","49","Ray Crawford","USA","Ray Crawford","115","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1701","DNF","9","Don Branson","USA","Bob Estes","112","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1702","DNF","65","Bob Christie","USA","Federal Auto Associates","109","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1703","DNF","48","Bobby Grim","USA","Chapman S Root","85","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1704","DNF","24","Jack Turner","USA","Ernest L Ruiz","47","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1705","DNF","47","Chuck Weyant","USA","Roy McKay","45","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1706","DNF","7","Jud Larson","USA","Bignotti-Bowes Racing","45","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1707","DNF","77","Mike Magill","USA","George Walther Jr","45","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1708","DNF","87","Red Amick","USA","LeRoy E Foutch Jr","45","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1709","DNF","8","Len Sutton","USA","Wolcott Memorial Racing Team","34","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1710","DNF","6","Jimmy Bryan","USA","George Salih","1","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1711","1","12","Jack Brabham","Australia","Cooper Car Co","75","2:30:11.600","","","","1:57.800","28","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1712","2","6","Stirling Moss","Great Britain","British Racing Partnership","75","2:30:33.800","+ 22.200","+ 22.200","","1:57.000","69","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1713","3","16","Bruce McLaren","New Zealand","Cooper Car Co","75","2:30:34.000","+ 22.400","+ 0.200","","1:57.000","75","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1714","4","8","Harry Schell","USA","Owen Racing Organisation","74","","1 Lap","1 Lap","","1:59.400","26","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1715","5","18","Maurice Trintignant","France","R R C Walker Racing Team","74","","1 Lap","","","1:59.200","28","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1716","6","2","Roy Salvadori","Great Britain","David Brown Corporation","74","","1 Lap","","","2:00.400","37","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1717","7","14","Masten Gregory","USA","Cooper Car Co","73","","2 Laps","1 Lap","","1:58.800","70","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1718","8","30","Alan Stacey","Great Britain","Team Lotus","71","","4 Laps","2 Laps","","2:04.200","6","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1719","9","28","Graham Hill","Great Britain","Team Lotus","70","","5 Laps","1 Lap","","2:01.600","8","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1720","10","48","Chris Bristow","Great Britain","British Racing Partnership","70","","5 Laps","","","2:05.800","39","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1721","11","58","Henry Taylor","Great Britain","R H H Parnell","69","","6 Laps","1 Lap","","2:07.400","29","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1722","12","52","Peter Ashdown","Great Britain","Alan Brown Equipe","69","","6 Laps","","","2:08.200","61","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1723","13","46","Ivor Bueb","Great Britain","British Racing Partnership","69","","6 Laps","","","2:08.000","16","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1724","DNF","4","Carroll Shelby","USA","David Brown Corporation","69","","","","","2:00.000","45","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1725","DNF","40","Fritz d'Orey","Brazil","Scuderia Centro Sud","57","","","","","2:01.800","17","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1726","DNF","42","Ron Flockhart","Great Britain","Owen Racing Organisation","53","","","","","2:00.200","49","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1727","DNF","38","Jack Fairman","Great Britain","High Efficiency Motors","39","","","","","2:05.800","28","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1728","DNF","10","Jo Bonnier","Sweden","Owen Racing Organisation","37","","","","","2:01.200","35","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1729","DNF","22","Ian Burgess","Great Britain","Scuderia Centro Sud","31","","","","","2:00.400","10","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1730","DNF","24","Hans Herrmann","Germany","Scuderia Centro Sud","21","","","","","2:07.200","16","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1731","DNF","64","David Piper","Great Britain","Dorchester Service Station","19","","","","","2:10.200","12","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1732","DNF","36","Brian Naylor","Great Britain","","18","","","","","2:02.000","2","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1733","DNF","50","Mike Taylor","Great Britain","Alan Brown Equipe","17","","","","","2:11.000","15","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1734","DNF","20","Tony Brooks","Great Britain","Vandervell Products","13","","","","","2:05.600","6","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1735","DNQ","54","Keith Greene","Great Britain","Gilby Engineering","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1736","DNQ","56","Bill Moss","Great Britain","United Racing Stable","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1737","DNQ","60","Mike Parkes","Great Britain","","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1738","DNQ","62","Dennis Taylor","Great Britain","Dennis Taylor","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1739","DNQ","44","Trevor Taylor","Great Britain","Ace Garage - Rotherham","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1740","DNQ","66","Tim Parnell","Great Britain","R H H Parnell","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"1741","1","24","Jack Brabham","Australia","Cooper Car Co","100","2:55:51.300","","","107.300","1:40.400","83","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1742","2","50","Tony Brooks","Great Britain","Scuderia Ferrari","100","2:56:11.700","+ 20.400","+ 20.400","107.100","1:42.500","47","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1743","3","32","Maurice Trintignant","France","R R C Walker Racing Team","98","","2 Laps","2 Laps","","1:44.400","42","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1744","4","48","Phil Hill","USA","Scuderia Ferrari","97","","3 Laps","1 Lap","","1:44.200","14","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1745","5","22","Bruce McLaren","New Zealand","Cooper Car Co","96","","4 Laps","1 Lap","","1:44.400","45","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1746","6","38","Roy Salvadori","Great Britain","High Efficiency Motors","83","","17 Laps","13 Laps","","1:43.700","60","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1747","DNF","30","Stirling Moss","Great Britain","R R C Walker Racing Team","81","","","","","1:42.300","80","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1748","DNF","20","Ron Flockhart","Great Britain","Owen Racing Organisation","64","","","","","1:45.700","42","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1749","DNF","16","Harry Schell","USA","Owen Racing Organisation","48","","","","","1:44.000","45","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1750","DNF","18","Jo Bonnier","Sweden","Owen Racing Organisation","44","","","","","1:45.000","17","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1751","DNF","46","Jean Behra","France","Scuderia Ferrari","24","","","","","1:43.600","20","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1752","DNF","40","Graham Hill","Great Britain","Team Lotus","21","","","","","1:46.800","15","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1753","DNF","26","Masten Gregory","USA","Cooper Car Co","6","","","","","1:49.100","4","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1754","DNF","6","Wolfgang von Trips","Germany","Dr Ing F Porsche KG","1","2:01.000","","","93.600","2:01.000","1","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1755","DNF","52","Cliff Allison","Great Britain","Scuderia Ferrari","1","2:02.100","","","92.700","2:02.100","1","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1756","DNF","44","Bruce Halford","Great Britain","John Fisher","1","2:02.700","","","92.300","2:02.700","1","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"1757","1","24","Tony Brooks","Great Britain","Scuderia Ferrari","50","2:01:26.500","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1758","2","26","Phil Hill","USA","Scuderia Ferrari","50","2:01:54.000","+ 27.500","+ 27.500","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1759","3","8","Jack Brabham","Australia","Cooper Car Co","50","2:03:04.200","+ 1:37.700","+ 1:10.200","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1760","4","22","Olivier Gendebien","Belgium","Scuderia Ferrari","50","2:03:14.000","+ 1:47.500","+ 9.800","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1761","5","12","Bruce McLaren","New Zealand","Cooper Car Co","50","2:03:14.200","+ 1:47.700","+ 0.200","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1762","6","44","Ron Flockhart","Great Britain","Owen Racing Organisation","50","2:03:32.200","+ 2:05.700","+ 18.000","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1763","7","6","Harry Schell","USA","Owen Racing Organisation","47","","3 Laps","3 Laps","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1764","8","40","Giorgio Scarlatti","Italy","Scuderia Ugolini","41","","9 Laps","6 Laps","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1765","9","42","Carel Godin de Beaufort","Netherlands","Scuderia Ugolini","40","","10 Laps","1 Lap","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1766","10","38","Fritz d'Orey","Brazil","Scuderia Centro Sud","40","","10 Laps","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1767","11","14","Maurice Trintignant","France","R R C Walker Racing Team","36","","14 Laps","4 Laps","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1768","DSQ","2","Stirling Moss","Great Britain","British Racing Partnership","42","","","","","2:22.800","40","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1769","DNF","30","Jean Behra","France","Scuderia Ferrari","31","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1770","DNF","16","Roy Salvadori","Great Britain","High Efficiency Motors","20","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1771","DNF","28","Dan Gurney","USA","Scuderia Ferrari","19","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1772","DNF","34","Innes Ireland","Great Britain","Team Lotus","14","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1773","DNF","18","Ian Burgess","Great Britain","Scuderia Centro Sud","13","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1774","DNF","10","Masten Gregory","USA","Cooper Car Co","8","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1775","DNF","32","Graham Hill","Great Britain","Team Lotus","7","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1776","DNF","20","Colin Davis","Great Britain","Scuderia Centro Sud","7","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1777","DNF","4","Jo Bonnier","Sweden","Owen Racing Organisation","6","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1778","DNA","36","Azdrubal Fontes","Uruguay","Scuderia Centro Sud","","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"1779","1","7","Jo Bonnier","Sweden","Owen Racing Organisation","75","2:05:26.800","","","","1:37.200","7","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1780","2","8","Jack Brabham","Australia","Cooper Car Co","75","2:05:41.000","+ 14.200","+ 14.200","","1:38.400","17","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1781","3","9","Masten Gregory","USA","Cooper Car Co","75","2:06:49.800","+ 1:23.000","+ 1:08.800","","1:38.600","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1782","4","12","Innes Ireland","Great Britain","Team Lotus","74","","1 Lap","1 Lap","","1:38.600","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1783","5","1","Jean Behra","France","Scuderia Ferrari","74","","1 Lap","","","1:39.600","23","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1784","6","3","Phil Hill","USA","Scuderia Ferrari","73","","2 Laps","1 Lap","","1:38.300","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1785","7","14","Graham Hill","Great Britain","Team Lotus","73","","2 Laps","","","1:38.700","13","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1786","8","10","Maurice Trintignant","France","R R C Walker Racing Team","73","","2 Laps","","","1:38.400","18","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1787","9","16","Cliff Allison","Great Britain","Scuderia Ferrari","71","","4 Laps","2 Laps","","1:41.800","2","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1788","10","15","Carel Godin de Beaufort","Netherlands","Ecurie Maarsbergen","68","","7 Laps","3 Laps","","1:46.400","21","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1789","DNF","11","Stirling Moss","Great Britain","R R C Walker Racing Team","62","","","","","1:36.600","42","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1790","DNF","6","Harry Schell","USA","Owen Racing Organisation","46","","","","","1:38.300","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"1791","DNF","2","Tony Brooks","Great Britain","Scuderia Ferrari","42","","","","","1:38.900","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
